SV_TAXONOMY	TAXONOMY_NAME	RG_REFERENCE	RG_NAME	SV_REFERENCE	SV_NAME	SV_DESCRIPTION	SL_REFERENCE	LC_REFERENCE	PHONE_NUMBER	WEBSITE	EMAIL_ADDRESS	WHEELCHAIR_ACCESSIBLE	LANGUAGE	HOURS	STREET_NUMBER	STREET_NAME	STREET_TYPE	STREET_DIRECTION	CITY	PROVINCE	POSTAL_CODE	LATITUDE	LONGITUDE	811_LINK
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660012	17660011	6044658123	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - midnight.	20395 Lougheed Highway				Maple Ridge	BC	V2X 2P9	49.219027	-122.656486	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660011
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660142	17660141	2504741114	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	2945 Jacklin Road				Victoria	BC	V9B 5E3	48.441229	-123.511121	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660141
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660124	17660123	2503743131	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	2121 Trans-Canada Highway E				Kamloops	BC	V2C 4A6	50.678825	-120.265656	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660123
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660108	17660107	6045320515	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	22259 48th Avenue				Langley	BC	V3A 8T1	49.089398	-122.608090	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660107
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660056	17660055	6044675218	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	22441 Dewdney Trunk Road				Maple Ridge	BC	V2X 7X7	49.221193	-122.599850	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660055
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659960	17659959	2502608576	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 9 a.m. - 10 p.m.	2306 6 Highway				Vernon	BC	V1T 7E3	50.256679	-119.265122	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659959
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659968	17659967	6048518635	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	2332 Whatcom Road				Abbotsford	BC	V3G 0C1	49.045782	-122.223983	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659967
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660028	17660027	2506561102	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	2337 Beacon Avenue				Sidney	BC	V8L 1W9	48.648872	-123.402985	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660027
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660110	17660109	2507070891	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	2475 Dobbin Road				West Kelowna	BC	V4T 2E9	49.828422	-119.630867	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660109
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660130	17660129	6046071445	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - 10 p.m.	26310 Fraser Highway				Aldergrove	BC	V4W 2Z7	49.059923	-122.495387	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660129
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660092	17660091	6047141199	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sat, 7:30 a.m. - 10 p.m.	2730 Oak Street				Vancouver	BC	V6H 0A5	49.261294	-123.126423	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660091
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660042	17660041	6042515358	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight	2748 Hastings Street E				Vancouver	BC	V5K 1Z9	49.281128	-123.047961	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660041
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659952	17659951	6044617506	http://www1.shoppersdrugmart.ca/en/store-locator/store-2143.aspx	asdm2143@shoppersdrugmart.ca	Y	English	Mon - Sun, 8 a.m. - 10 p.m.	2850 Shaughnessy Street				Port Coquitlam	BC	V3C 6K5	49.264837	-122.776909	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659951
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660030	17660029	6047383107	http://www.shoppersdrugmart.ca		Y	English	Mon - Sat, 8 a.m. - midnight; Sun, 9 a.m. - midnight	2947 Granville Street				Vancouver	BC	V6H 3J6	49.259427	-123.138731	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660029
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660064	17660063	6047339128	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sat, 8 a.m. - 10 p.m.; Sun, 8 a.m. - 10 p.m.	2979 Broadway W				Vancouver	BC	V6K 2G9	49.264099	-123.171523	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660063
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660046	17660045	2507654156	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	301 33 Highway W				Kelowna	BC	V1X 1X8	49.889021	-119.382801	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660045
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660006	17660005	2503343134	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	310 8th Street				Courtenay	BC	V9N 1N3	49.689085	-124.997004	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660005
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660144	17660143	2507564991	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	3200 Island Highway N				Nanaimo	BC	V9T 1W1	49.210196	-124.002342	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660143
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659982	17659981	6044614030	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - midnight.	3215 St. Johns Street				Port Moody	BC	V3H 2E1	49.276627	-122.832894	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659981
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660036	17660035	6048261244	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	32530 Lougheed Highway				Mission	BC	V2V 1A5	49.132927	-122.322233	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660035
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660128	17660127	6047089090	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - midnight.	3277 Cambie Street				Vancouver	BC	V5Z 2W3	49.256893	-123.115057	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660127
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660114	17660113	7783289580	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	3303 Main Street				Vancouver	BC	V5V 3M8	49.255643	-123.101278	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660113
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660072	17660071	2505423371	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	3417 30th Avenue				Vernon	BC	V1T 2E3	50.264034	-119.278848	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660071
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660086	17660085	6044150312	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - 10 p.m.	3433 North Road				Burnaby	BC	V3J 0A9	49.252894	-122.892910	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660085
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659962	17659961	2507466118	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	361 Trans Canada Highway				Duncan	BC	V9L 3R5	48.778174	-123.698966	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659961
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660060	17660059	6048733558	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	370 Broadway E				Vancouver	BC	V5T 4G5	49.262306	-123.098387	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660059
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660070	17660069	2507237387	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	3717 10th Avenue				Port Alberni	BC	V9Y 4W5	49.243885	-124.797164	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660069
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660058	17660057	6045305388	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	4030 200th Street				Langley	BC	V3A 1K7	49.075417	-122.669436	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660057
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660002	17660001	6047328855	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	4326 Dunbar Street				Vancouver	BC	V6S 2G3	49.247760	-123.185201	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660001
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660090	17660089	2505493326	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	4376 27th Street				Vernon	BC	V1T 4Y4	50.275919	-119.267286	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660089
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660098	17660097	6044342408	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	4429 Kingsway				Burnaby	BC	V5H 2A1	49.231407	-123.005129	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660097
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660016	17660015	2508811980	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Fri, 8 a.m. - 10 p.m.; Sat, Sun, 8 a.m. - 8 p.m.	4440 West Saanich Road				Victoria	BC	V8Z 3E9	48.492604	-123.387260	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660015
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660146	17660145	6048241036	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - midnight.	45800 Promontory Road				Chilliwack	BC	V2R 5Z5	49.111268	-121.955584	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660145
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660116	17660115	6048732681	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	4590 Fraser Street				Vancouver	BC	V5V 4G7	49.243639	-123.090277	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660115
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660074	17660073	2506357261	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight.	4647 Lakelse Avenue				Terrace	BC	V8G 1R3	54.516859	-128.591334	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660073
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660084	17660083	2506249656	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	500 2nd Avenue W				Prince Rupert	BC	V8J 3T6	54.312744	-130.326844	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660083
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660080	17660079	2507535660	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - 10 p.m.	510 Fifth Street				Nanaimo	BC	V9R 1P1	49.155130	-123.950012	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660079
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660112	17660111	2509641888	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	5240 Domano Boulevard				Prince George	BC	V2N 4A1	53.868174	-122.774108	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660111
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659956	17659955	2507697012	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	525 97 Highway S				West Kelowna	BC	V1Z 4C9	49.879680	-119.535777	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659955
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660024	17660023	6049367255	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 9 a.m. - 10 p.m.	528 Clarke Road				Coquitlam	BC	V3J 3X5	49.260577	-122.891292	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660023
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17659974	17659973	6049261114	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	545 Park Royal S				West Vancouver	BC	V7T 2Y5	49.326299	-123.137902	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17659973
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660078	17660077	6048852755	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	5740 Teredo Street				Sechelt	BC	V0N 3A0	49.471020	-123.759339	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660077
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660118	17660117	6046834063	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 7 a.m. - 10 p.m.	586 Granville Street				Vancouver	BC	V6C 1X5	49.283757	-123.116207	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660117
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660088	17660087	6042281533	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - 10 p.m.	5940 University Boulevard				Vancouver	BC	V6T 1Z3	49.265523	-123.250514	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660087
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660044	17660043	2504983663	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight	5955 Main Street				Oliver	BC	V0H 1T0	49.028363	-119.444241	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660043
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660008	17660007	6045210767	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Sun, 8 a.m. - midnight	610 Sixth Street				New Westminster	BC	V3L 3C2	49.213266	-122.920900	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660007
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660026	17660025	6043247909	http://www1.shoppersdrugmart.ca/en/Home.aspx		Y	English	Mon - Fri, 9 a.m. - 10 p.m.; Sat, Sun, 9 a.m. - 9 p.m.	6305 Fraser Street				Vancouver	BC	V5W 3A3	49.227302	-123.090707	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660025
LH-6600	Pharmacies	17659831	Shoppers Drug Mart Corporation	17659950	Late Night Pharmacy Services (Shoppers Drug Mart)	Provides late night pharmacy services for individuals to obtain, understand and manage their prescriptions. Hours of operation may be subject to change, please call ahead to confirm.	17660040	17660039	6045332132	http://www1.shoppersdrugmart.ca/en/Home.aspx		N	English	Mon - Sun, 8 a.m. - midnight	6339 200 Street				Langley	BC	V2Y 1A2	49.117943	-122.668782	http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17659950&SiteResourceAgencyNum=17660039
